id,name,breeder,species,auto_flower,flower_time,image
178,Babushka,33,1,0,63,https://en.seedfinder.eu/pics/01seeds/Aztech_Genetics/Aztech_Genetics_-_Babushka_thumb.jpg
179,"5th Dimension",40,3,0,63,https://en.seedfinder.eu/pics/01seeds/AllWeKnowIsDank/AllWeKnowIsDank_-_5th_Dimension_thumb.jpg
180,Baphomet,45,2,0,75,https://en.seedfinder.eu/pics/01seeds/B-dub_Genetics/B-dub_Genetics_-_Baphomet_thumb.jpg
181,"Platinum Valley",18,1,0,63,https://en.seedfinder.eu/pics/01seeds/Accelerator_Seeds/Accelerator_Seeds_-_Platinum_Valley_thumb.jpg
182,"Auto NYC Diesel",12,7,1,63,https://en.seedfinder.eu/pics/01seeds/Advanced_Seeds/Advanced_Seeds_-_Auto_NYC_Diesel_thumb.jpg
183,Fireball,27,2,0,65,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_Fireball_thumb.jpg
184,"President's Choice",44,2,0,50,https://en.seedfinder.eu/pics/01seeds/A-B-Seeds/A-B-Seeds_-_Presidents_Choice_thumb.jpg
185,"Chocolute F2",47,2,0,68,https://en.seedfinder.eu/pics/01seeds/Absolute_Cannabis_Seeds/Absolute_Cannabis_Seeds_-_Chocolute_F2_thumb.jpg
186,Cindy,49,2,0,60,https://en.seedfinder.eu/pics/01seeds/Apotix/Apotix_-_Cindy_thumb.jpg
187,"Cloudy Sunwave",29,2,0,63,https://en.seedfinder.eu/pics/01seeds/Austrian_Sunseeds/Austrian_Sunseeds_-_Cloudy_Sunwave_thumb.jpg
188,"Doses and Mimosas",40,2,0,63,https://en.seedfinder.eu/pics/01seeds/AllWeKnowIsDank/AllWeKnowIsDank_-_Doses_and_Mimosas_thumb.jpg
189,PANTHERA,31,7,1,78,https://en.seedfinder.eu/pics/01seeds/Afterthought_Autos/Afterthought_Autos_-_PANTHERA_thumb.jpg
190,"Fast Haze",24,7,1,75,https://en.seedfinder.eu/pics/01seeds/AC_Genetics/AC_Genetics_-_Fast_Haze_thumb.jpg
191,FU5O,27,2,0,58,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_FU5O_thumb.jpg
192,"Auto Skunk 47",12,7,1,65,https://en.seedfinder.eu/pics/01seeds/Advanced_Seeds/Advanced_Seeds_-_Auto_Skunk_47_thumb.jpg
193,Critigal+,47,3,0,48,https://en.seedfinder.eu/pics/01seeds/Absolute_Cannabis_Seeds/Absolute_Cannabis_Seeds_-_Critigal_plus_thumb.jpg
194,"BC Black Velvet",39,3,0,65,https://en.seedfinder.eu/pics/01seeds/BC_Grown/BC_Grown_-_BC_Black_Velvet_thumb.jpg
195,"Blueberry Island",45,1,0,65,https://en.seedfinder.eu/pics/01seeds/B-dub_Genetics/B-dub_Genetics_-_Blueberry_Island_thumb.jpg
196,"AK20 Auto",46,5,1,75,https://en.seedfinder.eu/pics/01seeds/BIG_Seeds/BIG_Seeds_-_AK20_auto_thumb.jpg
197,"Stinky D",15,3,0,70,https://en.seedfinder.eu/pics/01seeds/Ape_Genetics/Ape_Genetics_-_Stinky_D_thumb.jpg
198,"Golden Sun I",29,1,0,53,https://en.seedfinder.eu/pics/01seeds/Austrian_Sunseeds/Austrian_Sunseeds_-_Golden_Sun_I_thumb.jpg
199,"Exodus Dog",36,1,0,55,https://en.seedfinder.eu/pics/01seeds/B_Seeds_Co/B_Seeds_Co_-_Exodus_Dog_thumb.jpg
200,"Flying Skunk",24,7,1,63,https://en.seedfinder.eu/pics/01seeds/AC_Genetics/AC_Genetics_-_Flying_Skunk_thumb.jpg
201,"NordÃ©s",47,1,0,48,https://en.seedfinder.eu/pics/01seeds/Absolute_Cannabis_Seeds/Absolute_Cannabis_Seeds_-_Nordes_thumb.jpg
202,Fubar,27,2,0,65,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_Fubar_thumb.jpg
203,"Bubba Kush x Hashplant",23,1,0,56,https://en.seedfinder.eu/pics/01seeds/ACE_Seeds/ACE_Seeds_-_Bubba_Kush_x_Hashplant_thumb.jpg
204,"Big Amnesia",46,2,0,70,https://en.seedfinder.eu/pics/01seeds/BIG_Seeds/BIG_Seeds_-_Big_Amnesia_thumb.jpg
205,"Golden Sun II",29,1,0,53,https://en.seedfinder.eu/pics/01seeds/Austrian_Sunseeds/Austrian_Sunseeds_-_Golden_Sun_II_thumb.jpg
206,JBMxSativa,36,2,0,75,https://en.seedfinder.eu/pics/01seeds/B_Seeds_Co/B_Seeds_Co_-_JBMxSativa_thumb.jpg
207,C99,43,2,0,60,https://en.seedfinder.eu/pics/01seeds/ApeOrigin/ApeOrigin_-_C99_thumb.jpg
208,"Apple Cheese Quake",35,3,0,58,https://en.seedfinder.eu/pics/01seeds/Amadeus_Genetics/Amadeus_Genetics_-_Apple_Cheese_Quake_thumb.jpg
209,"Aficionado Kush",28,1,0,60,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Aficionado_Kush_thumb.jpg
210,"Radical Auto",47,7,1,73,https://en.seedfinder.eu/pics/01seeds/Absolute_Cannabis_Seeds/Absolute_Cannabis_Seeds_-_Radical_Auto_thumb.jpg
211,Grenadella,37,3,0,55,https://en.seedfinder.eu/pics/01seeds/Afropips_Seeds/Afropips_Seeds_-_Grenadella_thumb.jpg
212,PPP,6,3,0,63,https://en.seedfinder.eu/pics/01seeds/Abraxas_Seeds/Abraxas_Seeds_-_PPP_thumb.jpg
213,"Mystic Sunlight",29,2,0,0,https://en.seedfinder.eu/pics/01seeds/Austrian_Sunseeds/Austrian_Sunseeds_-_Mystic_Sunlight_thumb.jpg
214,"Auto Skunk Mass",12,7,1,65,https://en.seedfinder.eu/pics/01seeds/Advanced_Seeds/Advanced_Seeds_-_Auto_Skunk_Mass_thumb.jpg
215,Falkor,20,2,0,63,https://en.seedfinder.eu/pics/01seeds/AlpinStash/AlpinStash_-_Falkor_thumb.jpg
216,"Pink Mass",3,1,0,60,https://en.seedfinder.eu/pics/01seeds/207_Seeds/207_Seeds_-_Pink_Mass_thumb.jpg
217,AK-107,8,3,0,0,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_AK-107_thumb.jpg
218,"Low Diesel",24,7,1,63,https://en.seedfinder.eu/pics/01seeds/AC_Genetics/AC_Genetics_-_Low_Diesel_thumb.jpg
219,"Rittus Haze",47,2,0,63,https://en.seedfinder.eu/pics/01seeds/Absolute_Cannabis_Seeds/Absolute_Cannabis_Seeds_-_Rittus_Haze_thumb.jpg
220,"White Cherry Truffle",30,1,0,63,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Collection/Aficionado_Seed_Collection_-_White_Cherry_Truffle_thumb.jpg
221,"Auto Somango",12,7,1,60,https://en.seedfinder.eu/pics/01seeds/Advanced_Seeds/Advanced_Seeds_-_Auto_Somango_thumb.jpg
222,"Silver Haze",6,1,0,70,https://en.seedfinder.eu/pics/01seeds/Abraxas_Seeds/Abraxas_Seeds_-_Silver_Haze_thumb.jpg
223,Bio-Chem,11,1,0,70,https://en.seedfinder.eu/pics/01seeds/303_Seeds/303_Seeds_-_Bio-Chem_thumb.jpg
224,Kremlin,27,1,0,0,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_Kremlin_thumb.jpg
225,"Pink Rosenthal Super Bud",3,1,0,56,https://en.seedfinder.eu/pics/01seeds/207_Seeds/207_Seeds_-_Pink_Rosenthal_Super_Bud_thumb.jpg
226,"Amnesia Haze",8,2,0,84,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_Amnesia_Haze_thumb.jpg
227,"UP Kush",32,1,0,70,https://en.seedfinder.eu/pics/01seeds/Andalucia_Seeds/Andalucia_Seeds_-_UP_Kush_thumb.jpg
228,Sunspeed,29,1,0,45,https://en.seedfinder.eu/pics/01seeds/Austrian_Sunseeds/Austrian_Sunseeds_-_Sunspeed_thumb.jpg
229,Mabombe,37,2,0,73,https://en.seedfinder.eu/pics/01seeds/Afropips_Seeds/Afropips_Seeds_-_Mabombe_thumb.jpg
230,K-Dog,36,1,0,55,https://en.seedfinder.eu/pics/01seeds/B_Seeds_Co/B_Seeds_Co_-_K-Dog_thumb.jpg
231,"Flo Dog",20,1,0,63,https://en.seedfinder.eu/pics/01seeds/AlpinStash/AlpinStash_-_Flo_Dog_thumb.jpg
232,"Berry Cherry Glue",51,3,0,60,https://en.seedfinder.eu/pics/01seeds/Andromeda_Strains/Andromeda_Strains_-_Berry_Cherry_Glue_thumb.jpg
233,"Pink Widow",3,1,0,56,https://en.seedfinder.eu/pics/01seeds/207_Seeds/207_Seeds_-_Pink_Widow_thumb.jpg
234,"Fire on the Mountain",40,1,0,63,https://en.seedfinder.eu/pics/01seeds/AllWeKnowIsDank/AllWeKnowIsDank_-_Fire_on_the_Mountain_thumb.jpg
235,"Aficionado OG",28,1,0,53,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Aficionado_OG_thumb.jpg
236,"Animal Cookies",38,3,0,67,https://en.seedfinder.eu/pics/01seeds/BC_Bud_Depot/BC_Bud_Depot_-_Animal_Cookies_thumb.jpg
237,"Auto 710 Cheese",8,7,1,77,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_Auto_710_Cheese_thumb.jpg
238,M.C.P.D.,36,1,0,55,https://en.seedfinder.eu/pics/01seeds/B_Seeds_Co/B_Seeds_Co_-_MCPD_thumb.jpg
239,"A Maze",55,3,0,77,https://en.seedfinder.eu/pics/01seeds/Bald_Monkey_Seeds/Bald_Monkey_Seeds_-_A_Maze_thumb.jpg
240,"Big Bizz",35,1,0,56,https://en.seedfinder.eu/pics/01seeds/Amadeus_Genetics/Amadeus_Genetics_-_Big_Bizz_thumb.jpg
241,"BC Bud lite",39,3,0,60,https://en.seedfinder.eu/pics/01seeds/BC_Grown/BC_Grown_-_BC_Bud_lite_thumb.jpg
242,"Auto 710 Diesel",8,7,1,67,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_Auto__710_Diesel_thumb.jpg
243,"Durban Poison",58,2,0,73,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Durban_Poison_thumb.jpg
244,"Auto California Kush",2,5,1,74,https://en.seedfinder.eu/pics/01seeds/00_Seeds_Bank/00_Seeds_Bank_-_Auto_California_Kush_thumb.jpg
245,"Valley Kush 1.0",18,1,0,56,https://en.seedfinder.eu/pics/01seeds/Accelerator_Seeds/Accelerator_Seeds_-_Valley_Kush_1_thumb.jpg
246,"Out of the Box",27,2,0,60,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_Out_of_the_Box_thumb.jpg
247,"Bizarre Lights",35,1,0,56,https://en.seedfinder.eu/pics/01seeds/Amadeus_Genetics/Amadeus_Genetics_-_Bizarre_Lights_thumb.jpg
248,Berberserker,55,3,0,0,https://en.seedfinder.eu/pics/01seeds/Bald_Monkey_Seeds/Bald_Monkey_Seeds_-_Berberserker_thumb.jpg
249,"Alpha Dawg",60,1,0,0,https://en.seedfinder.eu/pics/01seeds/Alphakronik_Genes/Alphakronik_Genes_-_Alpha_Dawg_thumb.jpg
250,"Barba Piss Cat",59,1,0,60,https://en.seedfinder.eu/pics/01seeds/Barba_Seeds/Barba_Seeds_-_Barba_Piss_Cat_thumb.jpg
251,"Auto AK-107",8,7,1,67,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_Auto_AK-107_thumb.jpg
252,"Big Lavender",46,1,0,58,https://en.seedfinder.eu/pics/01seeds/BIG_Seeds/BIG_Seeds_-_Big_Lavender_thumb.jpg
253,Chocoheaven,43,2,0,65,https://en.seedfinder.eu/pics/01seeds/ApeOrigin/ApeOrigin_-_Chocoheaven_thumb.jpg
254,AK-47,41,7,1,74,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_AK-47_thumb.jpg
255,"Ethiopian Highland",58,2,0,70,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Ethiopian_Highland_thumb.jpg
256,"American Kush",60,1,0,53,https://en.seedfinder.eu/pics/01seeds/Alphakronik_Genes/Alphakronik_Genes_-_American_Kush_thumb.jpg
257,"African Gold",28,2,0,77,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_African_Gold_thumb.jpg
258,Calyxxx,26,3,0,63,https://en.seedfinder.eu/pics/01seeds/Almighty_Seeds/Almighty_Seeds_-_Calyxxx_thumb.jpg
259,Skunk,6,3,0,63,https://en.seedfinder.eu/pics/01seeds/Abraxas_Seeds/Abraxas_Seeds_-_Skunk_thumb.jpg
260,"Goat Dog",20,2,0,63,https://en.seedfinder.eu/pics/01seeds/AlpinStash/AlpinStash_-_Goat_Dog_thumb.jpg
261,"Big Mamut",46,1,0,60,https://en.seedfinder.eu/pics/01seeds/BIG_Seeds/BIG_Seeds_-_Big_Mamut_thumb.jpg
262,"Pineapple Express",19,2,0,55,https://en.seedfinder.eu/pics/01seeds/Aurora_Winds_Botanical_Seeds/Aurora_Winds_Botanical_Seeds_-_Pineapple_Express_thumb.jpg
263,"Big Apple",48,3,0,63,https://en.seedfinder.eu/pics/01seeds/Alpha_Genetics/Alpha_Genetics_-_Big_Apple_thumb.jpg
264,Bandana,60,2,0,75,https://en.seedfinder.eu/pics/01seeds/Alphakronik_Genes/Alphakronik_Genes_-_Bandana_thumb.jpg
265,"Auto #1",57,7,1,65,https://en.seedfinder.eu/pics/01seeds/Auto_Seeds/Auto_Seeds_-_Auto_Nr1_thumb.jpg
266,"Twisted HashPlant OG Kush",3,1,0,56,https://en.seedfinder.eu/pics/01seeds/207_Seeds/207_Seeds_-_Twisted_HashPlant_OG_Kush_thumb.jpg
267,"Black Magic",51,1,0,63,https://en.seedfinder.eu/pics/01seeds/Andromeda_Strains/Andromeda_Strains_-_Black_Magic_thumb.jpg
268,SilentBiter,27,2,0,60,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_SilentBiter_thumb.jpg
269,"Barba Time",59,3,0,70,https://en.seedfinder.eu/pics/01seeds/Barba_Seeds/Barba_Seeds_-_Barba_Time_thumb.jpg
270,"Cherry Bomb",26,2,0,70,https://en.seedfinder.eu/pics/01seeds/Almighty_Seeds/Almighty_Seeds_-_Cherry_Bomb_thumb.jpg
271,"Rif Mountain Hash Plant Landrace",19,3,0,70,https://en.seedfinder.eu/pics/01seeds/Aurora_Winds_Botanical_Seeds/Aurora_Winds_Botanical_Seeds_-_Rif_Mountain_Hash_Plant_Landrace_thumb.jpg
272,Cheese,33,1,0,56,https://en.seedfinder.eu/pics/01seeds/Aztech_Genetics/Aztech_Genetics_-_Cheese_thumb.jpg
273,"Californian Sunrise",48,1,0,62,https://en.seedfinder.eu/pics/01seeds/Alpha_Genetics/Alpha_Genetics_-_Californian_Sunrise_thumb.jpg
274,"Critical Raskera",46,1,0,56,https://en.seedfinder.eu/pics/01seeds/BIG_Seeds/BIG_Seeds_-_Critical_Raskera_thumb.jpg
275,"Gizmo OG",40,1,0,63,https://en.seedfinder.eu/pics/01seeds/AllWeKnowIsDank/AllWeKnowIsDank_-_Gizmo_OG_thumb.jpg
276,"The Angels Share",27,1,0,53,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_The_Angels_Share_thumb.jpg
277,"Auto Chemdog",57,7,1,63,https://en.seedfinder.eu/pics/01seeds/Auto_Seeds/Auto_Seeds_-_Auto_Chemdog_thumb.jpg
278,"Barba Time F",59,3,0,70,https://en.seedfinder.eu/pics/01seeds/Barba_Seeds/Barba_Seeds_-_Barba_Time_F_thumb.jpg
279,"Gigantuan Automatic",33,7,1,84,https://en.seedfinder.eu/pics/01seeds/Aztech_Genetics/Aztech_Genetics_-_Gigantuan_Automatic_thumb.jpg
280,Headshot,48,1,0,63,https://en.seedfinder.eu/pics/01seeds/Alpha_Genetics/Alpha_Genetics_-_Headshot_thumb.jpg
281,"Evil Banana",45,1,0,65,https://en.seedfinder.eu/pics/01seeds/B-dub_Genetics/B-dub_Genetics_-_Evil_Banana__thumb.jpg
282,GlitchiforDoG,40,1,0,63,https://en.seedfinder.eu/pics/01seeds/AllWeKnowIsDank/AllWeKnowIsDank_-_GlitchiforDoG_thumb.jpg
283,"Kariba Surprise",58,2,0,84,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Kariba_Surprise_thumb.jpg
284,"The Manna Machine",27,2,0,63,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_The_Manna_Machine_thumb.jpg
285,"Bio Diesel Mass",12,7,1,67,https://en.seedfinder.eu/pics/01seeds/Advanced_Seeds/Advanced_Seeds_-_Bio_Diesel_Mass_thumb.jpg
286,"Magic Power",36,2,0,0,https://en.seedfinder.eu/pics/01seeds/B_Seeds_Co/B_Seeds_Co_-_Magic_Power_thumb.jpg
287,"White Widow",6,3,0,63,https://en.seedfinder.eu/pics/01seeds/Abraxas_Seeds/Abraxas_Seeds_-_White_Widow_thumb.jpg
288,Desiak,26,2,0,63,https://en.seedfinder.eu/pics/01seeds/Almighty_Seeds/Almighty_Seeds_-_Desiak_thumb.jpg
289,"Mellow AK",33,2,0,67,https://en.seedfinder.eu/pics/01seeds/Aztech_Genetics/Aztech_Genetics_-_Mellow_AK_thumb.jpg
290,Frookies,45,2,0,65,https://en.seedfinder.eu/pics/01seeds/B-dub_Genetics/B-dub_Genetics_-_Frookies_thumb.jpg
291,"Malawi Gold",58,2,0,84,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Malawi_Gold_thumb.jpg
292,Barbalope,59,2,0,70,https://en.seedfinder.eu/pics/01seeds/Barba_Seeds/Barba_Seeds_-_Barbalope_thumb.jpg
293,"LaurenÂs Light",40,3,0,59,https://en.seedfinder.eu/pics/01seeds/AllWeKnowIsDank/AllWeKnowIsDank_-_Laurens_Light_thumb.jpg
294,"Alien Afterburner OG",64,3,0,0,https://en.seedfinder.eu/pics/01seeds/Alien_Genetics/Alien_Genetics_-_Alien_Afterburner_OG_thumb.jpg
295,"Amarant Automatic",41,7,1,60,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_Amarant_Automatic_thumb.jpg
296,Cinderella,5,2,0,53,https://en.seedfinder.eu/pics/01seeds/420_Genetics/420_Genetics_-_Cinderella_thumb.jpg
297,"Blue Kush",61,1,0,52,https://en.seedfinder.eu/pics/01seeds/BOG_Seeds/BOG_Seeds_-_Blue_Kush_thumb.jpg
298,Canela,23,2,0,84,https://en.seedfinder.eu/pics/01seeds/ACE_Seeds/ACE_Seeds_-_Canela_thumb.jpg
299,"Swazi Rooi Bart",58,2,0,77,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Swazi_Rooi_Bart_thumb.jpg
300,"Blue Sour Sherbet",54,3,0,60,https://en.seedfinder.eu/pics/01seeds/Baked_Beanz/Baked_Beanz_-_Blue_Sour_Sherbet_thumb.jpg
301,ALTA,56,3,0,70,https://en.seedfinder.eu/pics/01seeds/Lala_Seeds/Lala_Seeds_-_ALTA_thumb.jpg
302,"Amarant Dwarf",41,7,1,60,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_Amarant_Dwarf_thumb.jpg
303,"Blue Moon Rocks",61,1,0,53,https://en.seedfinder.eu/pics/01seeds/BOG_Seeds/BOG_Seeds_-_Blue_Moon_Rocks_thumb.jpg
304,Automatic,65,7,1,63,https://en.seedfinder.eu/pics/01seeds/Big_Buddha_Seeds/Big_Buddha_Seeds_-_Automatic_thumb.jpg
305,"Swazi Skunk",58,2,0,70,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Swazi_Skunk_thumb.jpg
306,V3,27,2,0,65,https://en.seedfinder.eu/pics/01seeds/Acumen_Genetics/Acumen_Genetics_-_V3_thumb.jpg
307,"Cherry Sprite",67,1,0,60,https://en.seedfinder.eu/pics/01seeds/Annunaki_Genetics/Annunaki_Genetics_-_Cherry_Sprite_thumb.jpg
308,"Alien Apple Warp",64,1,0,63,https://en.seedfinder.eu/pics/01seeds/Alien_Genetics/Alien_Genetics_-_Alien_Apple_Warp_thumb.jpg
309,Belka,60,2,0,65,https://en.seedfinder.eu/pics/01seeds/Alphakronik_Genes/Alphakronik_Genes_-_Belka_thumb.jpg
310,"Black Diesel",12,2,0,67,https://en.seedfinder.eu/pics/01seeds/Advanced_Seeds/Advanced_Seeds_-_Black_Diesel_thumb.jpg
311,"Amarant Moby",41,7,1,67,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_Amarant_Moby_thumb.jpg
312,DurBush,43,2,0,0,https://en.seedfinder.eu/pics/01seeds/ApeOrigin/ApeOrigin_-_DurBush_thumb.jpg
313,"Badazz Cheese",65,1,0,63,https://en.seedfinder.eu/pics/01seeds/Big_Buddha_Seeds/Big_Buddha_Seeds_-_Badazz_Cheese_thumb.jpg
314,"Cluster Bomb",17,1,0,60,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_Cluster_Bomb_thumb.jpg
315,"Comfort Zone",67,1,0,59,https://en.seedfinder.eu/pics/01seeds/Annunaki_Genetics/Annunaki_Genetics_-_Comfort_Zone_thumb.jpg
316,"BC Grape Purps",39,3,0,55,https://en.seedfinder.eu/pics/01seeds/BC_Grown/BC_Grown_-_BC_Grape_Purps_thumb.jpg
317,"Auto High Priority",8,7,1,67,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_Auto_High_Priority_thumb.jpg
318,"Astur MÃ©xica",69,2,0,60,https://en.seedfinder.eu/pics/01seeds/Asturjaya/Asturjaya_-_Astur_Mexica_thumb.jpg
319,"Amnesia Haze",41,2,0,84,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_Amnesia_Haze_thumb.jpg
320,"Super Sour Diesel",19,2,0,57,https://en.seedfinder.eu/pics/01seeds/Aurora_Winds_Botanical_Seeds/Aurora_Winds_Botanical_Seeds_-_Super_Sour_Diesel_thumb.jpg
321,"Black Cheese",65,1,0,60,https://en.seedfinder.eu/pics/01seeds/Big_Buddha_Seeds/Big_Buddha_Seeds_-_Black_Cheese_thumb.jpg
322,"Grape Larry Lavender",70,1,0,67,https://en.seedfinder.eu/pics/01seeds/Big_Buddy_Seeds/Big_Buddy_Seeds_-_Grape_Larry_Lavender_thumb.jpg
323,"Auto Cheese Berry",2,7,1,70,https://en.seedfinder.eu/pics/01seeds/00_Seeds_Bank/00_Seeds_Bank_-_Auto_Cheese_Berry_thumb.jpg
324,"Golden Soda",67,3,0,60,https://en.seedfinder.eu/pics/01seeds/Annunaki_Genetics/Annunaki_Genetics_-_Golden_Soda_thumb.jpg
325,"Auto Pounder",57,7,1,75,https://en.seedfinder.eu/pics/01seeds/Auto_Seeds/Auto_Seeds_-_Auto_Pounder_thumb.jpg
326,"Auto Peace Keeper",8,5,1,77,https://en.seedfinder.eu/pics/01seeds/710_Genetics/710_Genetics_-_Auto_Peace_Keeper_thumb.jpg
327,3D,66,2,0,67,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_3D_thumb.jpg
328,"Birrie Jack",41,7,1,60,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_Birrie_Jack_thumb.jpg
329,"Magic Power IX1",36,3,0,78,https://en.seedfinder.eu/pics/01seeds/B_Seeds_Co/B_Seeds_Co_-_Magic_Power_IX1_thumb.jpg
330,BOGBubble,61,1,0,48,https://en.seedfinder.eu/pics/01seeds/BOG_Seeds/BOG_Seeds_-_BOGBubble_thumb.jpg
331,"AK Choco Kush",68,1,0,60,https://en.seedfinder.eu/pics/01seeds/Amsterdam_Genetics/Amsterdam_Genetics_-_AK_Choco_Kush_thumb.jpg
332,"Lemon Larry Lavender (Short)",70,1,0,67,https://en.seedfinder.eu/pics/01seeds/Big_Buddy_Seeds/Big_Buddy_Seeds_-_Lemon_Larry_Lavender_Short_thumb.jpg
333,Druida,69,3,0,55,https://en.seedfinder.eu/pics/01seeds/Asturjaya/Asturjaya_-_Druida_thumb.jpg
334,"Deep Breath",54,3,0,65,https://en.seedfinder.eu/pics/01seeds/Baked_Beanz/Baked_Beanz_-_Deep_Breath_thumb.jpg
335,"Bubba Love",60,1,0,0,https://en.seedfinder.eu/pics/01seeds/Alphakronik_Genes/Alphakronik_Genes_-_Bubba_Love_thumb.jpg
336,"Cherry Glue Head",51,3,0,60,https://en.seedfinder.eu/pics/01seeds/Andromeda_Strains/Andromeda_Strains_-_Cherry_Glue_Head_thumb.jpg
337,"Tanzanian Magic",58,2,0,63,https://en.seedfinder.eu/pics/01seeds/African_Seeds/African_Seeds_-_Tanzanian_Magic_thumb.jpg
338,"Auto Chocolate Skunk",2,7,1,60,https://en.seedfinder.eu/pics/01seeds/00_Seeds_Bank/00_Seeds_Bank_-_Auto_Chocolate_Skunk_thumb.jpg
339,"Gooey Cookies",20,2,0,63,https://en.seedfinder.eu/pics/01seeds/AlpinStash/AlpinStash_-_Gooey_Cookies_thumb.jpg
340,Lionheart,26,2,0,56,https://en.seedfinder.eu/pics/01seeds/Almighty_Seeds/Almighty_Seeds_-_Lionheart_thumb.jpg
341,"White Widow",19,3,0,60,https://en.seedfinder.eu/pics/01seeds/Aurora_Winds_Botanical_Seeds/Aurora_Winds_Botanical_Seeds_-_White_Widow_thumb.jpg
342,Critical,41,1,0,49,https://en.seedfinder.eu/pics/01seeds/Amaranta_Seeds/Amaranta_Seeds_-_Critical_thumb.jpg
343,"Northern Legend",33,1,0,56,https://en.seedfinder.eu/pics/01seeds/Aztech_Genetics/Aztech_Genetics_-_Northern_Legend_thumb.jpg
344,"Auto Pounder with Cheese",57,7,1,75,https://en.seedfinder.eu/pics/01seeds/Auto_Seeds/Auto_Seeds_-_Auto_Pounder_with_Cheese_thumb.jpg
345,"China Yunnan",23,1,0,60,https://en.seedfinder.eu/pics/01seeds/ACE_Seeds/ACE_Seeds_-_China_Yunnan_thumb.jpg
346,"Estrella Malva",69,3,0,53,https://en.seedfinder.eu/pics/01seeds/Asturjaya/Asturjaya_-_Estrella_Malva_thumb.jpg
347,Bizarremalate,35,1,0,56,https://en.seedfinder.eu/pics/01seeds/Amadeus_Genetics/Amadeus_Genetics_-_Bizarremalate_thumb.jpg
348,"Lemon Larry Lavender (Tall)",70,1,0,67,https://en.seedfinder.eu/pics/01seeds/Big_Buddy_Seeds/Big_Buddy_Seeds_-_Lemon_Larry_Lavender_Tall_thumb.jpg
349,Medusa,26,3,0,63,https://en.seedfinder.eu/pics/01seeds/Almighty_Seeds/Almighty_Seeds_-_Medusa_thumb.jpg
350,Bio-Diesel,11,3,0,70,https://en.seedfinder.eu/pics/01seeds/303_Seeds/303_Seeds_-_Bio-Diesel_thumb.jpg
351,"Pacific Surfliner OG Kush",33,1,0,60,https://en.seedfinder.eu/pics/01seeds/Aztech_Genetics/Aztech_Genetics_-_Pacific_Surfliner_OG_Kush_thumb.jpg
352,Barbangie,59,2,0,65,https://en.seedfinder.eu/pics/01seeds/Barba_Seeds/Barba_Seeds_-_Barbangie_thumb.jpg
353,"Girl Scout Cookies Forum Cookies",43,1,0,65,https://en.seedfinder.eu/pics/01seeds/ApeOrigin/ApeOrigin_-_Girl_Scout_Cookies_Forum_Cookies_thumb.jpg
